DATAFLOW,BUILDINGS: Buildings,SPECIFICATION: Specification,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_BUILDINGS_2: Note Buildings 2,NOTE_BUILDINGS_1: Note Buildings 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1970,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1971,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1972,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1973,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1974,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1975,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1976,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1977,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1978,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1979,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1980,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1981,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1982,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1983,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1984,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1985,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1986,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1987,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1988,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1989,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1990,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1991,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1992,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1993,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1994,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1995,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1996,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1997,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1998,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,1999,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2000,1,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2001,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2002,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2003,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2004,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2005,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2006,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2007,2,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2008,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2009,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2010,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2011,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2012,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2013,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2014,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2015,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2016,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2017,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2018,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL07: Agricultural buildings,A: Annual,2019,,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",-: nil,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1970,485,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1971,593,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1972,793,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1973,770,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1974,1366,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1975,1275,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1976,1327,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1977,655,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1978,616,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1979,405,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1980,398,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1981,435,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1982,321,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1983,377,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1984,271,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1985,253,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1986,338,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1987,360,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1988,402,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1989,453,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1990,764,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1991,1105,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1992,1208,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1993,1447,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1994,1140,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1995,1259,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1996,813,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1997,843,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1998,1403,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,1999,1580,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2000,642,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2001,1237,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2002,1085,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2003,1118,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2004,1099,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2005,1114,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2006,1246,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2007,1887,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2008,2400,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2009,2018,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2010,1331,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2011,1072,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2012,1062,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2013,1238,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2014,1744,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2015,1329,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2016,2233,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2017,2241,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2018,2298,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B02: Number of dwellings,SL03: Two and more dwelling residental buildings,A: Annual,2019,1779,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1970,1171,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1971,1199,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1972,1373,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1973,1600,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1974,1828,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1975,2044,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1976,1769,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1977,1897,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1978,1759,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1979,1591,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1980,1561,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1981,1565,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1982,1400,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1983,1261,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1984,1109,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1985,1057,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1986,1054,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1987,1173,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1988,1309,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1989,1472,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1990,1660,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1991,1598,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1992,1624,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1993,1691,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1994,1404,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1995,1394,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1996,1214,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1997,1202,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1998,1272,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,1999,1414,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,2000,1066,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,2001,1192,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,2002,1010,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,2003,1148,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,2004,1097,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,2005,957,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,2006,920,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
LU1:DF_D4200(1.0),B01: Number of buildings,L01: Total of buildings,A: Annual,2007,1176,,,,,,"spec: In 2000: Not-comparable results, see methodological note ""Year of completion""(french version)",,0: Zero
